"y","x1","x2","x3"
90.1562095116243,10.6024011662543,5.01900563051205,15.2198315500535
130.153062024951,12.0891245854594,10.5456618091051,22.6573639650319
62.8409093642441,3.12358692051222,7.46951120107665,10.4439320117946
151.030708473483,10.8139585532551,15.7316835352029,26.4427541058112
92.3724307863702,6.86702270723808,8.86791986215778,15.8663280992897
99.4588548174262,8.02370984039676,9.27464532762806,17.259869820605
128.639446780325,13.8719886076995,8.96296447260646,22.6624672562887
128.126453446262,9.20948818604669,12.6552039482893,21.5972069746603
75.586089436787,4.25943342837713,8.52117626584392,12.3686120911018
144.172520088169,7.77167271477046,17.0605936346356,24.5300836262109
93.1878522100908,6.41405492521779,9.33531646919556,15.6513091497106
98.4310534595384,5.74093723206576,10.6258137519219,16.3650664013431
87.4380328244385,0.889304443568056,13.0274883119458,14.159298913543
89.1324936362069,2.87172032227622,11.3024860425691,14.2748422403717
51.3275100551949,1.20195379378123,7.02105190726361,7.73295534045828
106.732220202486,5.75306197677706,12.1547795177342,17.7558452945792
81.5913517148654,3.76176675417226,9.53743533514522,13.1817836588767
88.2102555313445,6.97363893926231,7.34800808709083,13.8462766372212
113.245237204219,6.44952253460495,11.8260834316649,18.3612437372656
91.7779728731493,7.48845594999212,8.3812850722643,15.5933224770386
90.6318600563617,9.04338478781026,7.13442323160578,16.1667199720594
123.546626192728,5.98322425254378,15.1068117271712,20.9530753367957
116.364137414004,9.63991975160307,10.6331947475458,20.1450038286059
111.53832427024,10.7122144946225,9.18742654769212,19.7201096750208
138.933976299877,10.182708063414,14.0699010965498,24.0614138444201
101.625805971003,7.21026672488623,10.3555032540648,17.2015107570276
172.248478398589,10.3536692249301,19.3379990248304,29.7059187628733
116.330497735751,7.08767784949695,11.919868824331,18.9958369113579
126.930267519747,10.9248975816515,11.2620143562528,22.120637922005
135.935027463882,12.0435485452428,11.6599883503823,23.8181205250199
93.9951298366821,8.3531491704296,8.2946537040518,16.4530020168679
91.5242865746489,9.41307718460982,6.52785032346279,15.9332332342817
152.645078546694,15.6132644143992,11.789969150152,27.8796831992588
77.8011309591494,3.65910844746513,9.398471757664,12.9797351659216
68.0975794481675,5.11898290450563,5.97525729832037,10.9350655102181
114.430666356741,9.79196279298326,10.2845265490278,19.9824823216201
109.520237995331,12.3219004069619,7.5242735772065,19.5159819055476
113.757442195029,6.68550259419824,12.1268918984554,18.4597527451406
110.854860373309,5.55194811548719,12.8970314598347,18.2462798852106
86.7337400716127,8.68462185791761,6.60029135876982,15.1387752180701
156.127083319422,9.37057376328765,17.5930043354046,27.2464020204553
101.660219524001,9.97267932329042,8.57160168143355,18.6266506808709
122.507760392644,13.0282969385667,9.10484597820995,21.5482245210542
97.2294344705179,12.5514788836457,5.2627739512672,17.8020080043161
154.372002394945,11.2115043765476,10.7435254298289,21.8610241409875
151.358714306928,11.040981427284,15.1690040883927,26.3491205117233
116.230317832675,9.16364321839811,11.2846681520142,20.1640788086835
94.3565520989322,5.13432679487698,10.8099833728558,16.05585578701
116.610479303154,10.1266593031205,9.57168120905721,19.7547675797868
103.002649583303,3.71417677988625,13.4146067341111,17.366770535411
62.2479149393293,2.64360858927572,8.10037289059111,10.8540413425026
112.671233362174,11.7973131973075,8.47523380283639,20.2738338585909
126.356178955088,9.15098046071925,13.2134566059185,22.376717350373
151.102178479915,16.348500160017,11.0285430806039,27.6511019363118
71.6610701091785,7.39896589541196,3.93546830428223,11.3107034401116
131.257242431299,7.51891575845802,5.24565621169725,12.7043283912626
95.4314632457857,12.2880144314728,4.9264088931445,17.4833795653751
76.3532107349134,4.74720801940937,8.2307757754464,12.8604917019527
109.613399706429,10.4883459656128,8.53603348949491,19.1681931152702
121.008444474957,7.3614618045427,13.1752680418025,20.5275298244101
125.000227780947,10.0576584189551,11.7756014142439,21.5979747011088
158.190607017108,10.8953530710264,16.8488049024611,27.8879539520684
110.785272732871,9.69351389301936,9.80388468554093,19.3647817837944
123.292724435225,8.50447792477094,12.0262980992778,20.5187609846824
125.760684713879,8.07606730800669,13.5883509051737,21.8192968642108
97.1084051253906,6.73406203234168,10.0557627808837,16.7558956806472
120.604006958528,13.6470925908734,8.50123710326809,22.3761044251582
139.459953190949,10.5749949303869,13.5641078021505,24.2190954841339
93.0624092152459,10.4565591959724,6.22436275307953,16.779561455799
121.677965179146,8.87537088057518,10.939943784008,19.8553167790628
100.961678580238,9.66173171150765,7.77287565767342,17.5122681018417
26.8470815719565,-1.50990426017352,5.17938367092202,3.6529584177259
108.89553237066,8.96198483512602,10.1086543873051,19.2254756316712
140.851706465706,10.6797438552404,13.2628133780147,23.8109115742717
105.599743479339,8.45210801721958,9.90658207356451,18.3978627069538
102.650922525757,12.4120328713902,7.49061292032524,20.0557225132572
97.5130458052259,7.4343247575878,9.31496357191941,16.6428246909128
165.588212253772,11.5557477993699,16.7394160352782,28.5854635144175
118.242124831523,10.8258519573333,10.1069154816415,20.9130091707159
96.0222342578272,4.97198243789543,11.2927128775843,16.3723473811569
113.925018023339,9.34739347035652,10.5529677999178,19.8566836283295
128.858167736125,5.35809448300021,16.0692367861169,21.5874200690833
92.806435438321,6.85756901622092,9.35949522112883,15.8965714787769
131.539245852384,8.38941913604579,12.5442064581164,20.8003772692638
98.6524242130451,5.58845577746463,11.6133608028616,17.2678395799419
113.940486725344,5.9875546996783,13.5396739378279,19.5042632124469
112.876712912319,11.9911730041638,8.32781031178319,20.1770036768437
130.073803104649,6.34860024606194,15.8308798596163,22.2010197795571
47.2716074115109,0.457265572559792,6.43153847752047,6.95803050739041
128.893343775278,11.6619910232672,11.057513911394,22.9460150757076
70.0499196180503,5.84507302094813,5.55817353652309,11.2077565706854
93.7820929428965,6.06365330451429,10.1801055407637,16.079043677747
127.891050823727,8.66255266019363,13.329140572304,22.1080430694537
109.624973116774,6.69714392638867,11.9407910463641,18.8840907035862
80.8632656243961,5.8481126800637,7.97825106712834,13.7156445024326
144.189720016554,11.4003901704332,14.5929578394663,25.8828163860745
118.494572011549,8.40041445700257,11.19994970652,19.2425102104513
102.151260574687,6.47424136781527,11.0043582687143,17.5857371203358
107.427238500465,12.4178187461469,6.85121405110301,19.421698537047
81.2642836686133,4.20630786300885,9.21967115900897,13.4206181060002
